accession	start	end	domain
P12814	145	250	Calponin homology (CH) domain
P12814	750	779	EF-hand domain
Q9BX74	118	166	TM2 domain
Q9NR31	12	197	ADP-ribosylation factor family
O00238	204	489	Protein tyrosine and serine/threonine kinase
O00238	175	202	Transforming growth factor beta type I GS-motif
O00238	30	108	Activin types I and II receptor domain
Q4V9L6	25	277	TMEM119 family
Q8NGI0	33	311	Olfactory receptor
Q9BWJ5	3	79	Splicing factor 3B subunit 10 (SF3b10)
P48058	545	825	Ligand-gated ion channel
P48058	40	381	Receptor family ligand binding region
P48058	416	530	Ligated ion channel L-glutamate- and glycine-binding site
P18440	20	280	N-acetyltransferase
Q9Y5X1	5	59	Variant SH3 domain
Q9Y5X1	358	592	WASP-binding domain of Sorting nexin protein
Q9Y5X1	275	356	PX domain
O76000	34	305	Olfactory receptor
Q9Y2W6	303	422	Tudor domain
Q9Y2W6	55	117	KH domain
Q9Y2W6	127	192	KH domain
Q9P1Y6	186	230	PHD-finger
Q9P1Y6	1554	1637	SCAF11-like, C-terminal domain
Q9P1Y6	107	149	Ring finger domain
Q9BUW7	1	83	Uncharacterised protein family (UPF0184)
Q8WXH2	15	35	MORN repeat
Q8WXH2	39	60	MORN repeat
Q8WXH2	61	75	MORN repeat
Q8WXH2	83	101	MORN repeat
Q8WXH2	107	129	MORN repeat
Q8WXH2	130	147	MORN repeat
Q8WXH2	288	308	MORN repeat
Q8WXH2	311	332	MORN repeat
Q6BDS2	1	1435	Bridge-like lipid transfer protein family member 3A/B
P07954	58	389	Lyase
P07954	455	507	Fumarase C C-terminus
Q8IVV7	122	289	Vacuolar import and degradation protein
O15229	10	324	FAD binding domain
Q96PV6	566	780	SAC3/GANP family
Q9NQX7	138	229	BRICHOS domain
Q9UGK8	17	398	RCC1-like domain
Q8NGA5	34	309	Olfactory receptor
Q2QL34	106	165	Mpv17 / PMP22 family
P04234	146	165	Immunoreceptor tyrosine-based activation motif
P04234	30	99	T-cell surface glycoprotein CD3 delta chain
P48960	545	781	7 transmembrane receptor (Secretin family)
P48960	64	114	Calcium-binding EGF domain
P48960	116	158	Calcium-binding EGF domain
P48960	160	207	Calcium-binding EGF domain
P48960	209	256	Calcium-binding EGF domain
P48960	494	536	GPCR proteolysis site, GPS, motif
Q8TB24	740	841	Vacuolar sorting protein 9 (VPS9) domain
Q8TB24	601	695	RIN1-like domain
Q9BYG7	53	245	MROH2B-like, HEAT repeats
O15061	11	319	Intermediate filament protein
P36969	41	148	Glutathione peroxidase
O15480	5	95	Melanoma associated antigen family N terminal
O15480	119	285	MAGE homology domain
Q9BW04	33	601	Specifically androgen-regulated gene protein
Q96F24	4	86	MIT domain of nuclear receptor-binding factor 2
Q96F24	89	284	Nuclear receptor-binding factor 2, autophagy regulator
Q7Z614	106	186	PX domain
Q6NXT1	118	173	Ankyrin repeats (3 copies)
Q6NXT1	176	206	Ankyrin repeat
P43632	35	112	Immunoglobulin domain
P43632	136	210	Immunoglobulin domain
Q15024	32	166	3' exoribonuclease family, domain 1
Q15024	196	261	3' exoribonuclease family, domain 2
Q96BZ4	236	414	PLD-like domain
Q09428	696	856	ABC transporter
Q09428	1361	1509	ABC transporter
Q09428	304	590	ABC transporter transmembrane region
Q09428	1014	1292	ABC transporter transmembrane region
Q96EB6	261	447	Sir2 family
Q16822	46	274	Phosphoenolpyruvate carboxykinase N-terminal domain
Q16822	278	636	Phosphoenolpyruvate carboxykinase C-terminal P-loop domain
O60759	78	161	PDZ domain
Q8IVD9	9	67	N-terminal conserved domain of Nudc.
Q8IVD9	189	267	CS domain
Q9BXS9	90	480	Sulfate permease family
Q9BXS9	532	738	STAS domain
P04179	113	216	Iron/manganese superoxide dismutases, C-terminal domain
P04179	25	106	Iron/manganese superoxide dismutases, alpha-hairpin domain
Q9HD33	64	149	Mitochondrial 39-S ribosomal protein L47 (MRP-L47)
Q9UBL6	401	617	Copine
Q9UBL6	28	121	C2 domain
Q9UBL6	237	338	C2 domain
Q96RS6	278	350	CS domain
Q6UUV9	559	634	Transducer of regulated CREB activity, C terminus
Q6UUV9	6	66	Transducer of regulated CREB activity, N terminus
Q6UUV9	148	292	Transducer of regulated CREB activity middle domain
Q9HBL0	304	430	C2 domain of PTEN tumour-suppressor protein
Q9HBL0	1567	1661	SH2 domain
Q9HBL0	1702	1836	Phosphotyrosine-binding domain
Q9HBL0	21	68	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q6ZP29	38	97	PQ loop repeat
Q6ZP29	183	239	PQ loop repeat
Q7Z6J9	63	129	tRNA-splicing endonuclease subunit sen54 N-term
O95397	214	354	Glycolipid transfer protein (GLTP)
Q15293	211	229	EF hand
Q15293	257	270	EF hand
Q15293	82	144	EF-hand domain pair
Q5T440	276	352	CAF17, C-terminal beta-barrel domain
P20813	31	487	Cytochrome P450
Q7LG56	41	308	Ribonucleotide reductase, small chain
Q969T4	65	201	Ubiquitin-conjugating enzyme
Q15723	4	108	Transcription factor protein N terminal
Q15723	208	289	Ets-domain
Q9HCP6	191	444	MBOAT, membrane-bound O-acyltransferase family
Q7RTY3	3	229	Trypsin
P60866	21	115	Ribosomal protein S10p/S20e
Q8WWQ8	245	275	EGF domain
Q8WWQ8	326	361	EGF domain
Q8WWQ8	837	865	EGF domain
Q8WWQ8	876	908	EGF domain
Q8WWQ8	919	951	EGF domain
Q8WWQ8	957	993	EGF domain
Q8WWQ8	1475	1511	EGF domain
Q8WWQ8	1517	1553	EGF domain
Q8WWQ8	1559	1595	EGF domain
Q8WWQ8	2086	2121	EGF domain
Q8WWQ8	2132	2164	EGF domain
Q8WWQ8	383	505	Fasciclin domain
Q8WWQ8	527	654	Fasciclin domain
Q8WWQ8	1008	1129	Fasciclin domain
Q8WWQ8	1149	1265	Fasciclin domain
Q8WWQ8	1617	1726	Fasciclin domain
Q8WWQ8	1753	1882	Fasciclin domain
Q8WWQ8	2355	2446	Fasciclin domain
Q8WWQ8	2198	2290	Extracellular link domain
Q8WWQ8	150	194	Stabilin-1/2, EGF-like domain
Q8WWQ8	778	827	Stabilin-1/2, EGF-like domain
Q7Z304	47	167	MAM domain, meprin/A5/mu
Q7Z304	170	328	MAM domain, meprin/A5/mu
Q7Z304	342	497	MAM domain, meprin/A5/mu
Q7Z304	509	664	MAM domain, meprin/A5/mu
P21817	9	209	Inositol 1,4,5-trisphosphate/ryanodine receptor
P21817	211	389	MIR domain
P21817	1662	2126	Ryanodine receptor junctional solenoid repeat
P21817	443	636	RIH domain
P21817	2160	2368	RIH domain
P21817	4383	4671	Ryanodine Receptor TM 4-6
P21817	3876	3991	RyR and IP3R Homology associated
P21817	4790	4948	Ion transport protein
P21817	660	794	SPRY domain
P21817	1086	1205	SPRY domain
P21817	1432	1568	SPRY domain
P21817	850	939	RyR domain
P21817	964	1053	RyR domain
P21817	2735	2825	RyR domain
P21817	2855	2939	RyR domain
O14827	638	755	RasGEF N-terminal motif
O14827	24	132	PH domain
O14827	248	424	RhoGEF domain
O14827	1005	1183	RasGEF domain
Q6P0N0	383	469	SANTA (SANT Associated)
Q99707	671	747	B12 binding domain
Q99707	965	1246	Vitamin B12 dependent methionine synthase, activation domain
Q99707	774	866	B12 binding domain
Q99707	375	613	Pterin binding enzyme
Q99707	31	338	Homocysteine S-methyltransferase
Q9NRY7	74	295	Scramblase
Q9BV90	26	132	Ubiquitin-like domain
O60883	147	414	7 transmembrane receptor (rhodopsin family)
Q8IV20	195	426	Multi-copper polyphenol oxidoreductase laccase
Q8NAM6	40	126	SCAN domain
Q8NAM6	312	334	Zinc finger, C2H2 type
Q8NAM6	340	362	Zinc finger, C2H2 type
Q8NAM6	368	390	Zinc finger, C2H2 type
Q8NAM6	396	418	Zinc finger, C2H2 type
Q8IWI9	1043	1084	MGA, conserved domain
Q8IWI9	77	260	T-box
Q8IWI9	2425	2474	Helix-loop-helix DNA-binding domain
Q9NSB2	164	475	Intermediate filament protein
Q9NSB2	16	161	Keratin type II head
P49798	62	177	Regulator of G protein signaling domain
Q8NCG7	370	503	Lipase (class 3)
Q99988	210	307	Transforming growth factor beta like domain
Q9H1N7	80	371	UAA transporter family
Q15935	4	44	KRAB box
Q15935	296	318	C2H2-type zinc finger
Q15935	352	374	Zinc finger, C2H2 type
Q15935	408	430	Zinc finger, C2H2 type
Q15935	436	458	Zinc finger, C2H2 type
Q15935	464	486	Zinc finger, C2H2 type
Q15935	492	514	Zinc finger, C2H2 type
Q15935	520	542	Zinc finger, C2H2 type
Q15935	254	279	Zinc-finger double domain
Q9UPG8	158	180	C2H2-type zinc finger
Q9UPG8	68	92	Zinc finger, C2H2 type
Q9UPG8	98	120	Zinc finger, C2H2 type
Q86SM8	41	269	7 transmembrane receptor (rhodopsin family)
P0DPK2	44	131	Core histone H2A/H2B/H3/H4 domain
Q7Z5J4	1825	1903	PHD-like zinc-binding domain
O43390	37	106	Heterogeneous nuclear ribonucleoprotein Q acidic domain
O43390	167	231	RNA recognition motif
O43390	248	310	RNA recognition motif
O43390	343	404	RNA recognition motif
Q8N9N2	161	350	AKAP7 2'5' RNA ligase-like domain
Q8N9N2	99	148	KH domain
Q8NCW5	81	246	YjeF-related protein N-terminus
P20794	4	284	Protein kinase domain
O00744	51	389	wnt family
Q53S33	58	105	BolA-like protein
P54277	571	637	HMG (high mobility group) box
P54277	211	334	DNA mismatch repair protein, C-terminal domain
P54277	20	116	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Q9NV66	595	657	Wyosine base formation
Q9NV66	413	591	Radical SAM superfamily
Q9NV66	81	218	Flavodoxin
Q9P0I2	5	191	Integral membrane protein EMC3/TMCO1-like
Q96HA1	319	552	POM121 family
Q96SB4	80	228	Protein kinase domain
Q96SB4	489	653	Protein kinase domain
D3W0D1	97	195	Lectin C-type domain
Q9NTX5	60	287	Enoyl-CoA hydratase/isomerase
Q6ZN79	172	194	Zinc finger, C2H2 type
Q6ZN79	200	222	Zinc finger, C2H2 type
Q6ZN79	228	250	Zinc finger, C2H2 type
Q6ZN79	7	47	KRAB box
P49761	156	472	Protein kinase domain
Q8TBB0	5	89	THAP domain
A0A1B0GVY7	593	632	GM130 C-terminal binding motif
A0A1B0GVY7	226	367	Putative golgin subfamily A member 2-like protein 5
A0A1B0GVY7	378	471	Putative golgin subfamily A member 2-like protein 5
Q9NQ48	20	293	Leucine zipper
Q6K0P9	10	80	PAAD/DAPIN/Pyrin domain
Q6K0P9	212	379	HIN-200/IF120x domain
P54849	1	151	PMP-22/EMP/MP20/Claudin family
Q5TEU4	94	185	Methyltransferase domain
Q9Y692	251	361	Transcription regulator spe-44-like domain
Q9Y692	91	164	SAND domain
Q9Y2B1	100	243	RXYLT1 N-terminal domain
Q9Y2B1	249	438	RXYLT1 C-terminal domain
P59901	28	117	Immunoglobulin domain
P59901	323	396	Immunoglobulin domain
P59901	129	207	Immunoglobulin domain
P59901	231	303	Immunoglobulin domain
Q16222	46	451	UTP--glucose-1-phosphate uridylyltransferase
Q07954	2962	2985	Complement Clr-like EGF-like
Q07954	614	657	Low-density lipoprotein receptor repeat class B
Q07954	662	708	Low-density lipoprotein receptor repeat class B
Q07954	1356	1396	Low-density lipoprotein receptor repeat class B
Q07954	1401	1443	Low-density lipoprotein receptor repeat class B
Q07954	1627	1667	Low-density lipoprotein receptor repeat class B
Q07954	1977	2017	Low-density lipoprotein receptor repeat class B
Q07954	2020	2061	Low-density lipoprotein receptor repeat class B
Q07954	2344	2386	Low-density lipoprotein receptor repeat class B
Q07954	2390	2428	Low-density lipoprotein receptor repeat class B
Q07954	3071	3111	Low-density lipoprotein receptor repeat class B
Q07954	3114	3153	Low-density lipoprotein receptor repeat class B
Q07954	3157	3198	Low-density lipoprotein receptor repeat class B
Q07954	3202	3240	Low-density lipoprotein receptor repeat class B
Q07954	3970	4010	Low-density lipoprotein receptor repeat class B
Q07954	4013	4054	Low-density lipoprotein receptor repeat class B
Q07954	807	842	Coagulation Factor Xa inhibitory site
Q07954	1185	1221	Coagulation Factor Xa inhibitory site
Q07954	3294	3330	Coagulation Factor Xa inhibitory site
Q07954	150	188	Calcium-binding EGF domain
Q07954	3824	3860	Calcium-binding EGF domain
Q07954	25	62	Low-density lipoprotein receptor domain class A
Q07954	71	108	Low-density lipoprotein receptor domain class A
Q07954	853	886	Low-density lipoprotein receptor domain class A
Q07954	894	931	Low-density lipoprotein receptor domain class A
Q07954	934	971	Low-density lipoprotein receptor domain class A
Q07954	979	1011	Low-density lipoprotein receptor domain class A
Q07954	1014	1051	Low-density lipoprotein receptor domain class A
Q07954	1062	1097	Low-density lipoprotein receptor domain class A
Q07954	1104	1140	Low-density lipoprotein receptor domain class A
Q07954	2523	2557	Low-density lipoprotein receptor domain class A
Q07954	2565	2600	Low-density lipoprotein receptor domain class A
Q07954	2604	2639	Low-density lipoprotein receptor domain class A
Q07954	2660	2688	Low-density lipoprotein receptor domain class A
Q07954	2695	2730	Low-density lipoprotein receptor domain class A
Q07954	2734	2769	Low-density lipoprotein receptor domain class A
Q07954	2772	2812	Low-density lipoprotein receptor domain class A
Q07954	2816	2853	Low-density lipoprotein receptor domain class A
Q07954	2857	2891	Low-density lipoprotein receptor domain class A
Q07954	2903	2939	Low-density lipoprotein receptor domain class A
Q07954	3333	3369	Low-density lipoprotein receptor domain class A
Q07954	3373	3408	Low-density lipoprotein receptor domain class A
Q07954	3413	3448	Low-density lipoprotein receptor domain class A
Q07954	3452	3489	Low-density lipoprotein receptor domain class A
Q07954	3493	3531	Low-density lipoprotein receptor domain class A
Q07954	3534	3570	Low-density lipoprotein receptor domain class A
Q07954	3574	3609	Low-density lipoprotein receptor domain class A
Q07954	3612	3647	Low-density lipoprotein receptor domain class A
Q07954	3652	3690	Low-density lipoprotein receptor domain class A
Q07954	3740	3776	Low-density lipoprotein receptor domain class A
Q99966	88	189	CITED
P17516	19	300	Aldo/keto reductase family
Q9H521	3	66	KELK-motif containing domain of MRCK Ser/Thr protein kinase
Q9UH99	481	538	SUN2 helix-turn-helix domain
Q9UH99	582	714	Sad1 / UNC-like C-terminal
Q58WW2	42	75	WD domain, G-beta repeat
Q58WW2	136	170	WD domain, G-beta repeat
Q58WW2	762	789	WD domain, G-beta repeat
P14784	32	123	Interleukin-2 receptor subunit beta N-terminal domain 1
O00423	264	529	Echinoderm microtubule-associated protein first beta-propeller
O00423	546	814	Echinoderm microtubule-associated protein second beta-propeller
O00423	217	255	HELP motif
P17600	1	25	Synapsin N-terminal domain
P17600	113	212	Synapsin pre-ATP-grasp domain
P17600	214	416	Synapsin, ATP binding domain
P40937	242	328	Replication factor C C-terminal domain
P40937	185	224	RCF1/5-like, AAA+ ATPase lid domain
P40937	56	174	ATPase family associated with various cellular activities (AAA)
P0DV60	1	95	Late cornified envelope
Q8N146	32	306	Olfactory receptor
Q8TDW5	13	123	FYVE-type zinc finger
Q8TDW5	423	528	C2 domain
Q8TDW5	587	694	C2 domain
Q99502	323	566	haloacid dehalogenase-like hydrolase
P28288	457	599	ABC transporter
P28288	70	338	ABC transporter transmembrane region 2
Q00973	281	444	Glycosyl transferase family 2
Q8TCJ2	601	657	STT3/PglB/AglB core domain
Q8TCJ2	72	471	Oligosaccharyl transferase STT3, N-terminal
Q569H4	53	304	Domain of unknown function (DUF4589)
Q8IVI9	286	377	TOCA family HR1 domain
Q8IVI9	14	88	Fes/CIP4, and EFC/F-BAR homology domain
Q8IVI9	445	493	Variant SH3 domain
P18510	60	173	Interleukin-1 / 18
O14548	58	109	Cytochrome c oxidase subunit VII
Q8WW34	45	193	Transmembrane protein 239 family
Q9ULI3	1025	1056	Calcium-binding EGF domain
Q9ULI3	989	1020	EGF-like domain
Q9BRP0	148	169	C2H2-type zinc finger
Q9BRP0	175	198	Zinc finger, C2H2 type
Q9BRP0	118	142	C2H2-type zinc finger
P17677	32	52	IQ calmodulin-binding motif
P17677	2	31	Gap junction protein N-terminal region
P17677	67	238	Neuromodulin
Q01970	319	469	Phosphatidylinositol-specific phospholipase C, X domain
Q01970	153	221	Phosphoinositide phospholipase C beta1-4-like EF-hand domain
Q01970	727	819	C2 domain
Q01970	944	1200	PLC-beta C terminal
Q01970	590	704	Phosphatidylinositol-specific phospholipase C, Y domain
Q01970	18	146	PH domain
Q5W186	49	122	Cathelicidin
Q92585	14	71	MamL-1 domain
Q92585	303	1016	Mastermind-like 1/3, transactivation domain 2
Q99612	200	224	Zinc finger, C2H2 type
Q99612	230	254	Zinc finger, C2H2 type
Q99612	260	282	Zinc finger, C2H2 type
Q9UJ99	758	817	Cadherin, Y-type LIR-motif
Q9UJ99	71	159	Cadherin domain
Q9UJ99	175	268	Cadherin domain
Q9UJ99	282	367	Cadherin domain
Q9UJ99	402	490	Cadherin domain
Q9UJ99	503	600	Cadherin domain
P31483	9	77	RNA recognition motif
P31483	108	178	RNA recognition motif
P31483	216	280	RNA recognition motif
Q9Y5S8	395	544	Ferric reductase NAD binding domain
Q9Y5S8	75	217	Ferric reductase like transmembrane component
Q9Y5S8	295	388	FAD-binding domain
P17676	271	323	Basic region leucine zipper
Q9NZN5	75	145	PDZ domain
Q9NZN5	1005	1129	PH domain
Q9NZN5	368	558	Regulator of G protein signalling-like domain
Q9NZN5	791	975	RhoGEF domain
Q96FV3	18	260	Tetraspanin family
Q13017	260	338	p190-A and -B Rho GAPs FF domain
Q13017	1275	1421	RhoGAP domain
Q13017	556	1264	p190RhoGAP, pG1 and pG2 domains
Q13017	429	483	Rho GTPase-activating protein 35-like, FF domain
Q13017	485	545	FF domain
Q8NGQ5	31	305	Olfactory receptor
P36896	178	205	Transforming growth factor beta type I GS-motif
P36896	32	104	Activin types I and II receptor domain
P36896	210	491	Protein kinase domain
Q9UK59	247	377	Lariat debranching enzyme, C-terminal domain
Q9UK59	1	229	Calcineurin-like phosphoesterase
Q9GZZ9	53	304	ThiF family
Q6UWP2	13	210	short chain dehydrogenase
Q6PI78	121	227	Transmembrane protein 65
Q9NPD3	155	219	3' exoribonuclease family, domain 2
Q9NPD3	21	152	3' exoribonuclease family, domain 1
Q96JM4	1037	1091	Leucine rich repeat
Q96JM4	1337	1354	IQ calmodulin-binding motif
Q96JM4	1396	1415	IQ calmodulin-binding motif
Q14973	33	211	Sodium Bile acid symporter family
Q9H7L2	35	96	Immunoglobulin domain
Q9H7L2	236	304	Immunoglobulin domain
Q96T25	467	491	Zinc finger, C2H2 type
Q96T25	527	551	Zinc finger, C2H2 type
Q96T25	436	465	C2H2 zinc finger
Q96T25	403	429	Zic proteins zinc finger domain
Q96E66	86	175	Leucine-rich repeat
Q5VZE5	46	137	Mak10 subunit, NatC N(alpha)-terminal acetyltransferase
Q5VZE5	146	188	Mak10 subunit, NatC N(alpha)-terminal acetyltransferase
Q5VZE5	338	722	NAA35-like, TPR repeats
Q9NUD9	8	493	Mannosyltransferase (PIG-V)
Q8NGD4	31	300	Olfactory receptor
P54578	105	480	Ubiquitin carboxyl-terminal hydrolase
P53990	13	176	Regulator of Vps4 activity in the MVB pathway
P45974	16	79	Variant UBP zinc finger
P45974	199	271	Zn-finger in ubiquitin-hydrolases and other protein
P45974	656	691	UBA/TS-N domain
P45974	724	759	UBA/TS-N domain
P45974	326	853	Ubiquitin carboxyl-terminal hydrolase
O43318	513	604	MAP3K7 C-terminal-like protein
O43318	36	283	Protein tyrosine and serine/threonine kinase
Q38SD2	1245	1517	Protein kinase domain
Q38SD2	844	995	C-terminal of Roc, COR-A domain
Q38SD2	1012	1220	C-terminal of Roc, COR-B domain
Q38SD2	640	760	Ras of Complex, Roc, domain of DAPkinase
Q38SD2	381	399	Leucine Rich Repeat
Q9NU53	44	188	Glycoprotein integral membrane protein 1 N-terminal domain
Q9NU53	238	289	Glycoprotein integral membrane protein 1 C-terminal domain
Q8NEM1	12	53	KRAB box
Q8NEM1	182	204	Zinc finger, C2H2 type
Q8NEM1	238	260	Zinc finger, C2H2 type
Q8NEM1	322	344	Zinc finger, C2H2 type
Q8NEM1	350	372	Zinc finger, C2H2 type
Q8NEM1	434	456	Zinc finger, C2H2 type
Q8NEM1	490	512	Zinc finger, C2H2 type
Q8NEM1	210	233	C2H2-type zinc finger
Q8NEM1	294	316	C2H2-type zinc finger
Q8NEM1	392	416	Zinc-finger double domain
O60674	399	501	SH2 domain
O60674	143	261	FERM F2 acyl-CoA binding protein-like domain
O60674	39	134	FERM F1 ubiquitin-like domain
O60674	302	381	Jak1 pleckstrin homology-like domain
O60674	546	805	Protein tyrosine and serine/threonine kinase
O60674	849	1120	Protein tyrosine and serine/threonine kinase
Q8WTR7	209	231	Zinc finger, C2H2 type
Q8WTR7	320	342	Zinc finger, C2H2 type
Q8WTR7	347	369	Zinc finger, C2H2 type
Q8WTR7	376	397	Zinc finger, C2H2 type
Q8WTR7	431	453	Zinc finger, C2H2 type
Q8WTR7	459	481	Zinc finger, C2H2 type
Q8WTR7	487	509	Zinc finger, C2H2 type
Q8WTR7	591	613	Zinc finger, C2H2 type
Q8WTR7	646	668	Zinc finger, C2H2 type
Q8WTR7	674	696	Zinc finger, C2H2 type
Q8WTR7	703	724	Zinc finger, C2H2 type
Q8WTR7	730	752	Zinc finger, C2H2 type
Q8WTR7	758	780	Zinc finger, C2H2 type
Q8WTR7	786	808	Zinc finger, C2H2 type
Q8WTR7	814	836	Zinc finger, C2H2 type
Q8WTR7	6	46	KRAB box
Q8N2H4	5	148	Integral membrane protein S linking to the trans Golgi network
B6SEH8	308	428	ENV polyprotein (coat polyprotein)
P02585	20	80	EF-hand domain pair
P02585	93	156	EF-hand domain pair
P06870	25	254	Trypsin
Q16548	37	140	Apoptosis regulator proteins, Bcl-2 family
Q9BWV1	409	473	Unstructured linking region I-set and fnIII on Brother of CDO
Q9BWV1	136	210	Immunoglobulin I-set domain
Q9BWV1	323	406	Immunoglobulin I-set domain
Q9BWV1	36	109	Immunoglobulin domain
Q9BWV1	231	303	Immunoglobulin domain
Q9BWV1	486	560	Fibronectin type III domain
Q9BWV1	608	697	Fibronectin type III domain
Q9BWV1	718	805	Fibronectin type III domain
Q92887	323	593	ABC transporter transmembrane region
Q92887	979	1228	ABC transporter transmembrane region
Q92887	655	788	ABC transporter
Q92887	1317	1465	ABC transporter
Q92887	15	153	ABC transporter TMD0 domain
A8MYP8	65	96	Sperm-tail PG-rich repeat
A8MYP8	101	128	Sperm-tail PG-rich repeat
A8MYP8	138	168	Sperm-tail PG-rich repeat
A8MYP8	181	210	Sperm-tail PG-rich repeat
A8MYP8	218	241	Sperm-tail PG-rich repeat
Q9NWL6	513	589	Asparagine synthase
P34982	32	304	Olfactory receptor
P61599	16	128	Acetyltransferase (GNAT) family
Q9NR30	568	618	DDX21/DDX50 dimerisation domain
Q9NR30	211	381	DEAD/DEAH box helicase
Q9NR30	620	715	GUCT (NUC152) domain
Q9NR30	434	532	Helicase conserved C-terminal domain
P55058	30	198	LBP / BPI / CETP family, N-terminal domain
P55058	229	464	LBP / BPI / CETP family, C-terminal domain
O95140	595	754	fzo-like conserved region
O95140	99	258	Dynamin family
Q8WWX0	74	163	Ankyrin repeats (3 copies)
Q8WWX0	173	263	Ankyrin repeats (3 copies)
Q8WWX0	289	327	SOCS box
Q99633	84	111	pre-mRNA processing factor 4 (PRP4) like
Q99633	190	331	Prp18 domain
Q8WXS8	851	906	Thrombospondin type 1 domain
Q8WXS8	911	968	Thrombospondin type 1 domain
