accession	start	end	domain
Q5JVG2	770	836	Classic Zinc Finger
Q5JVG2	327	354	Classic Zinc Finger
Q5JVG2	383	409	Classic Zinc Finger
Q8N653	352	424	Kelch-type beta propeller
Q8N653	646	798	Potassium Channel Kv1.1; Chain A
Q8N653	428	614	Potassium Channel Kv1.1; Chain A
Q8N653	165	344	Kelch-type beta propeller
Q8N653	12	164	Kelch-type beta propeller
Q14681	68	137	Potassium Channel Kv1.1; Chain A
Q14681	184	240	-
Q14681	138	183	-
Q96AP0	4	164	-
P22352	24	226	Glutaredoxin
Q86UG4	90	353	MFS general substrate transporter like domains
Q86UG4	376	485	MFS general substrate transporter like domains
Q9UHW9	184	731	Amino acid/polyamine transporter I
P51532	463	538	-
P51532	989	1225	P-loop containing nucleotide triphosphate hydrolases
P51532	748	988	Tandem AAA-ATPase domain
P51532	616	657	-
P51532	1447	1575	Bromodomain-like
Q16819	670	711	Laminin
Q16819	435	601	Apoptosis, Tumor Necrosis Factor Receptor Associated Protein 2; Chain A
Q16819	265	433	-
Q16819	30	262	Collagenase (Catalytic Domain)
Q9NQ35	86	234	Acid Proteases
P35236	57	360	Protein tyrosine phosphatase superfamily
Q16527	1	81	Cysteine Rich Protein
Q16527	109	193	Cysteine Rich Protein
O15392	1	142	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
O95718	209	433	Retinoid X Receptor
O95718	95	196	Erythroid Transcription Factor GATA-1, subunit A
Q99788	37	352	Rhodopsin 7-helix transmembrane proteins
Q8IY45	5	254	Ribonuclease Inhibitor
P15018	23	202	-
Q9Y3C5	75	147	Zinc/RING finger domain, C3HC4 (zinc finger)
P31268	114	190	Homeodomain-like
Q00839	286	497	-
Q00839	498	670	P-loop containing nucleotide triphosphate hydrolases
Q00839	1	55	SAP domain
Q9BY79	257	295	Low-density Lipoprotein Receptor
Q9BY79	417	455	Low-density Lipoprotein Receptor
Q9BY79	465	579	Frizzled cysteine-rich domain
Q9BY79	138	252	Spermadhesin, CUB domain
Q9BY79	296	412	Spermadhesin, CUB domain
P15559	3	274	-
A8MYV0	135	219	Doublecortin domain
A8MYV0	9	104	Doublecortin domain
Q8WW32	80	175	High mobility group box domain
Q8WW32	7	79	High mobility group box domain
Q9NPD5	459	509	-
Q9NPD5	28	452	MFS general substrate transporter like domains
Q9GZN1	181	293	Actin; Chain A, domain 4
Q9GZN1	4	388	-
Q9GZN1	125	361	-
Q9GZN1	29	59	Actin; Chain A, domain 2
Q13568	10	121	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q13568	241	476	-
Q14807	580	660	AF1531-like domain
Q14807	31	369	Kinesin motor domain
Q96BM9	1	182	P-loop containing nucleotide triphosphate hydrolases
A2RRH5	594	827	YVTN repeat-like/Quinoprotein amine dehydrogenase
A2RRH5	505	593	YVTN repeat-like/Quinoprotein amine dehydrogenase
A2RRH5	16	280	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8N0Z6	4	282	Tetratricopeptide repeat domain
Q8N0Z6	283	440	-
Q14533	138	256	Vasodilator-stimulated phosphoprotein
Q14533	270	337	Single helix bin
Q14533	338	417	-
Q9UJX3	145	297	Tetratricopeptide repeat domain
Q9UJX3	298	416	Tetratricopeptide repeat domain
Q9UJX3	1	144	Tetratricopeptide repeat domain
Q9UJX3	439	518	Tetratricopeptide repeat domain
Q6ZP80	3	227	-
Q9UH73	247	345	Immunoglobulins
Q9UH73	8	246	Transcription factor COE1, DNA-binding domain
Q9UH73	348	414	-
Q9UHF5	53	180	Cystine-knot cytokines
P35348	10	356	Rhodopsin 7-helix transmembrane proteins
P41440	26	452	MFS general substrate transporter like domains
Q9Y2G7	212	239	Classic Zinc Finger
Q9Y2G7	181	210	Classic Zinc Finger
Q9Y2G7	489	517	Classic Zinc Finger
Q9Y2G7	148	180	Classic Zinc Finger
Q9Y2G7	323	350	Classic Zinc Finger
Q9Y2G7	464	488	Classic Zinc Finger
Q9Y2G7	2	57	-
Q9Y2G7	267	292	Classic Zinc Finger
Q9Y2G7	351	378	Classic Zinc Finger
Q9Y2G7	379	407	Classic Zinc Finger
Q9Y2G7	408	435	Classic Zinc Finger
Q9Y2G7	436	463	Classic Zinc Finger
Q9Y2G7	240	266	Classic Zinc Finger
Q9Y2G7	293	322	Classic Zinc Finger
Q9NZN1	140	237	Immunoglobulins
Q9NZN1	403	561	Toll/interleukin-1 receptor homology (TIR) domain
Q9NZN1	26	139	Immunoglobulins
Q9NZN1	238	355	Immunoglobulins
Q15973	231	258	Classic Zinc Finger
Q15973	315	351	Classic Zinc Finger
Q15973	288	314	Classic Zinc Finger
Q15973	6	69	-
Q15973	145	174	Classic Zinc Finger
Q15973	110	144	Classic Zinc Finger
Q15973	203	230	Classic Zinc Finger
Q15973	175	202	Classic Zinc Finger
Q15973	259	287	Classic Zinc Finger
P12524	282	361	Helix-loop-helix DNA-binding domain
Q96Q42	477	695	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Q96Q42	897	1030	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q96Q42	1035	1096	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain
Q96Q42	4	247	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Q96Q42	1525	1657	VPS9 domain
Q96Q42	696	894	Dbl homology (DH) domain
Q96Q42	1097	1148	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain
Q96Q42	1200	1280	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain
Q53H47	345	393	-
Q53H47	459	684	Ribonuclease H-like superfamily/Ribonuclease H
Q53H47	15	303	SET domain
Q53H47	413	451	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q8NGL2	22	311	Rhodopsin 7-helix transmembrane proteins
O43795	16	631	Kinesin motor domain
O43795	203	259	-
O43795	703	751	-
O43795	752	808	-
O43795	260	371	Myosin VI head, motor domain, U50 subdomain
O43795	394	588	-
O43795	632	702	-
O43155	419	534	Immunoglobulins
O43155	36	361	Ribonuclease Inhibitor
Q9BQ69	91	325	Leucine Aminopeptidase, subunit E, domain 1
P59910	220	300	Urease metallochaperone UreE, N-terminal domain
P59910	2	114	DnaJ domain
P59910	136	218	Urease metallochaperone UreE, N-terminal domain
Q9UPW8	1	128	C2 domain
Q9UPW8	1308	1501	-
Q9UPW8	660	807	C2 domain
Q9UPW8	548	604	-
Q9UPW8	1135	1307	-
Q9UPW8	1521	1662	C2 domain
B2RD01	14	74	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
B2RD01	87	149	Homeodomain-like
Q9ULC3	3	197	P-loop containing nucleotide triphosphate hydrolases
Q96PU5	351	426	-
Q96PU5	856	975	Hect, E3 ligase catalytic domain
Q96PU5	549	851	Hect, E3 ligase catalytic domains
Q96PU5	743	819	Hect, E3 ligase catalytic domain
Q96PU5	15	188	C2 domain
Q96PU5	499	535	-
Q96PU5	189	232	-
Q9BTE7	45	133	EF-hand
Q9BTE7	134	237	Cullin, PONY binding domain
O95838	62	161	GPCR, family 2, extracellular hormone receptor domain
O95838	162	465	Rhodopsin 7-helix transmembrane proteins
Q15582	106	236	FAS1 domain
Q15582	502	632	FAS1 domain
Q15582	378	500	FAS1 domain
Q15582	237	374	FAS1 domain
Q8IZC7	220	248	Classic Zinc Finger
Q8IZC7	335	362	Classic Zinc Finger
Q8IZC7	276	309	Classic Zinc Finger
Q8IZC7	1	60	-
Q8IZC7	249	275	Classic Zinc Finger
Q8IZC7	390	417	Classic Zinc Finger
Q8IZC7	189	219	Classic Zinc Finger
Q8IZC7	310	334	Classic Zinc Finger
Q8IZC7	91	132	Classic Zinc Finger
Q8IZC7	363	389	Classic Zinc Finger
Q8IZC7	166	188	Classic Zinc Finger
Q9BYL1	113	191	Transcription Factor, Ets-1
P49748	517	646	Butyryl-CoA Dehydrogenase, subunit A, domain 3
P49748	327	473	Butyryl-CoA Dehydrogenase, subunit A, domain 3
P49748	212	326	Butyryl-CoA Dehydrogenase, subunit A, domain 2
P49748	91	211	Acyl-CoA dehydrogenase/oxidase, N-terminal domain
Q9BX51	31	225	-
Q96AY4	509	639	Tetratricopeptide repeat domain
Q96AY4	194	508	Tetratricopeptide repeat domain
Q96AY4	908	1032	Tetratricopeptide repeat domain
Q96AY4	1033	1224	Tetratricopeptide repeat domain
Q96AY4	59	170	Tetratricopeptide repeat domain
Q96AY4	640	907	Tetratricopeptide repeat domain
P0C623	19	306	Rhodopsin 7-helix transmembrane proteins
Q8N1E6	1	254	Ribonuclease Inhibitor
Q8N1E6	255	413	Ribonuclease Inhibitor
Q9NP60	26	137	Immunoglobulins
Q9NP60	138	235	Immunoglobulins
Q9NP60	236	351	Immunoglobulins
Q9NP60	400	558	Toll/interleukin-1 receptor homology (TIR) domain
Q92945	130	218	K Homology domain, type 1
Q92945	221	305	K Homology domain, type 1
Q92945	422	503	K Homology domain, type 1
Q92945	314	418	K Homology domain, type 1
Q9UMD9	1213	1261	6-Phosphogluconate Dehydrogenase, domain 3
Q13427	3	185	Cyclophilin-like
P13866	45	570	Sodium/glucose cotransporter
Q3KRB8	1	262	Rho GTPase activation protein
P06702	1	114	EF-hand
P55769	1	128	-
Q07157	15	115	-
Q07157	203	261	-
Q07157	518	588	SH3 Domains
Q07157	1617	1748	-
Q07157	628	803	P-loop containing nucleotide triphosphate hydrolases
Q07157	416	512	-
Q5SYC1	100	245	CRAL-TRIO lipid binding domain
Q5SYC1	2	81	N-terminal domain of phosphatidylinositol transfer protein sec14p
Q5SYC1	95	268	Alpha-tocopherol transfer
Q5VU57	171	441	Zn peptidases
Q5VU57	35	169	-
P31275	204	272	Homeodomain-like
O95219	53	195	Phox-like domain
O95219	211	448	Arfaptin homology (AH) domain/BAR domain
O95428	26	79	Thrombospondin type-1 (TSP1) repeat
O95428	1046	1132	Immunoglobulins
O95428	1133	1221	Immunoglobulins
O95428	306	361	Thrombospondin type-1 (TSP1) repeat
O95428	362	421	Thrombospondin type-1 (TSP1) repeat
O95428	486	538	Thrombospondin type-1 (TSP1) repeat
O95428	422	485	Thrombospondin type-1 (TSP1) repeat
O95428	169	304	-
O95428	912	996	Immunoglobulins
O95428	744	807	Pancreatic trypsin inhibitor Kunitz domain
P22830	228	370	-
P22830	68	392	-
O95863	229	257	Classic Zinc Finger
O95863	179	204	Classic Zinc Finger
O95863	138	178	Classic Zinc Finger
O95863	205	228	Classic Zinc Finger
L0R819	17	96	-
O95279	4	280	-
Q6PCE3	236	353	Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3
Q6PCE3	354	484	Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3
Q6PCE3	55	231	Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3
Q13546	572	668	Death Domain, Fas
Q13546	1	324	Transferase(Phosphotransferase) domain 1
Q9Y237	33	131	-
Q9H977	58	215	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9H977	216	332	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q15075	1344	1411	Zinc/RING finger domain, C3HC4 (zinc finger)
Q15075	1287	1343	L1 transposable element, trimerization domain
Q9BV57	1	179	Jelly Rolls
P04054	16	148	Phospholipase A2 domain
Q0Z7S8	1	132	-
Q9BQI6	2	120	BRCT domain
Q9BQI6	121	212	BRCT domain
Q9BQI6	793	934	Ankyrin repeat-containing domain
Q5VTQ0	372	665	Tetratricopeptide repeat domain
A0A0K0K1A5	19	114	Immunoglobulins
Q9P203	427	546	-
Q9P203	111	231	Potassium Channel Kv1.1; Chain A
Q9P203	232	426	Potassium Channel Kv1.1; Chain A
Q9Y4Z2	83	141	Helix-loop-helix DNA-binding domain
Q9NR21	132	338	-
Q9NR21	23	114	-
Q8WWF6	2	113	DnaJ domain
Q9UNF0	1	293	Arfaptin homology (AH) domain/BAR domain
Q9UNF0	426	486	SH3 Domains
Q7L0X0	222	420	Ribonuclease Inhibitor
Q7L0X0	27	221	Ribonuclease Inhibitor
P0DTE2	16	115	Immunoglobulins
Q08AH1	39	469	N-terminal domain of ligase-like
Q08AH1	470	575	-
Q13946	130	455	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
Q9NVN8	314	397	-
Q9NVN8	124	310	P-loop containing nucleotide triphosphate hydrolases
P26717	111	230	Mannose-Binding Protein A, subunit A
P26717	68	100	YojJ-like
Q9Y5W7	323	478	Regulator of G-protein Signalling 4, domain 2
Q9Y5W7	557	702	Phox-like domain
Q9Y6E2	250	415	-
Q8IVS2	189	265	Malonyl-CoA ACP transacylase, ACP-binding
Q8IVS2	65	355	Malonyl-Coenzyme A Acyl Carrier Protein, domain 2
P07602	58	142	Saposin-like
P07602	405	484	Saposin-like
P07602	310	393	Saposin-like
P07602	193	273	Saposin-like
O43852	37	220	EF-hand
O43852	221	295	EF-hand
Q6DHV7	2	353	Metal-dependent hydrolases
Q8WUY8	92	189	-
Q96KN8	124	255	endopeptidase domain like (from Nostoc punctiforme)
Q9UBX2	8	85	Homeodomain-like
Q9UBX2	94	151	Homeodomain-like
P35408	16	368	Rhodopsin 7-helix transmembrane proteins
Q6ZT21	205	421	-
Q8WXK1	39	378	Ankyrin repeat-containing domain
Q8WXK1	379	446	Ankyrin repeat-containing domain
Q8WXK1	535	575	SOCS box
Q9P2K3	1	79	-
Q9P2K3	215	347	-
Q9P2K3	85	147	Homeodomain-like
Q99755	79	246	Phosphatidylinositol Phosphate Kinase II Beta
Q99755	247	465	2-Layer Sandwich
Q8NGS2	20	310	Rhodopsin 7-helix transmembrane proteins
Q99865	43	258	Spindlin/Ssty
P98198	508	660	Calcium-transporting ATPase, cytoplasmic domain N
P98198	661	871	HAD superfamily/HAD-like
P98198	106	278	Calcium-transporting ATPase, cytoplasmic transduction domain A
Q969S3	53	120	Classic Zinc Finger
O14771	311	341	Classic Zinc Finger
O14771	396	422	Classic Zinc Finger
O14771	423	453	Classic Zinc Finger
O14771	38	127	DNA breaking-rejoining enzymes
O14771	197	252	-
O14771	342	369	Classic Zinc Finger
O14771	370	395	Classic Zinc Finger
O14531	15	486	Urease, subunit C, domain 1
O14531	68	440	Metal-dependent hydrolases
Q9UHH9	146	425	Inositol polyphosphate kinase
Q9H9Q4	143	233	Helix hairpin bin
Q9H9Q4	1	139	DNA double-strand break repair and VJ recombination XRCC4, N-terminal
Q9UBP4	196	287	Lipase, subunit A
P46779	2	126	-
Q92994	78	181	Cyclin-like
Q92994	182	275	Cyclin-like
Q92994	429	492	Single helix bin
Q92994	2	42	-
P43007	34	486	Sodium:dicarboxylate symporter
Q9NYW4	6	296	Rhodopsin 7-helix transmembrane proteins
Q96LB9	15	163	Peptidoglycan recognition protein-like
Q96LB9	178	341	Peptidoglycan recognition protein-like
P25116	85	378	Rhodopsin 7-helix transmembrane proteins
Q8TBB1	500	596	-
Q8TBB1	11	138	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8TBB1	633	724	-
Q8TBB1	373	463	-
Q8TBB1	264	372	-
O43791	175	291	Potassium Channel Kv1.1; Chain A
O43791	292	333	-
O43791	334	356	-
O43791	29	166	Apoptosis, Tumor Necrosis Factor Receptor Associated Protein 2; Chain A
Q8NFL0	133	374	-
Q86UP8	92	198	GTF2I-like
Q86UP8	312	423	GTF2I-like
Q9H446	137	192	-
Q9H446	1	121	Ubiquitin Conjugating Enzyme
Q8NC01	79	264	Mannose-Binding Protein A, subunit A
P98182	334	361	Classic Zinc Finger
P98182	250	274	Classic Zinc Finger
P98182	275	300	Classic Zinc Finger
P98182	362	388	Classic Zinc Finger
P98182	301	333	Classic Zinc Finger
P12318	123	207	Immunoglobulins
P12318	37	121	Immunoglobulins
P07320	85	174	Crystallins
P07320	1	84	Crystallins
P61927	1	88	-
Q8N4W9	286	311	Classic Zinc Finger
Q8N4W9	593	617	Classic Zinc Finger
Q8N4W9	535	565	Classic Zinc Finger
Q8N4W9	788	818	Classic Zinc Finger
Q8N4W9	732	759	Classic Zinc Finger
Q8N4W9	705	731	Classic Zinc Finger
Q8N4W9	257	285	Classic Zinc Finger
Q8N4W9	19	76	-
Q8N4W9	423	449	Classic Zinc Finger
Q8N4W9	845	871	Classic Zinc Finger
Q8N4W9	760	787	Classic Zinc Finger
Q8N4W9	312	338	Classic Zinc Finger
Q8N4W9	479	505	Classic Zinc Finger
Q8N4W9	450	478	Classic Zinc Finger
Q8N4W9	618	644	Classic Zinc Finger
Q8N4W9	365	391	Classic Zinc Finger
Q8N4W9	392	422	Classic Zinc Finger
Q8N4W9	645	671	Classic Zinc Finger
Q8N4W9	672	703	Classic Zinc Finger
Q8N4W9	214	255	Classic Zinc Finger
Q8N4W9	566	592	Classic Zinc Finger
Q8N4W9	819	844	Classic Zinc Finger
Q8N4W9	506	534	Classic Zinc Finger
Q8N4W9	339	364	Classic Zinc Finger
Q8N4W9	872	899	Classic Zinc Finger
Q9UHP7	70	191	Mannose-Binding Protein A, subunit A
P32927	241	332	Immunoglobulins
P32927	25	119	Immunoglobulins
P32927	133	239	Immunoglobulins
P32927	338	437	Immunoglobulins
O60676	25	142	-
Q8N4T0	128	436	Zn peptidases
Q8N4T0	37	127	Metallocarboxypeptidase-like
Q8NG50	10	105	-
Q49MI3	150	330	Probable inorganic polyphosphate/atp-NAD kinase; domain 1
Q49MI3	332	549	-
Q6PG37	279	307	Classic Zinc Finger
Q6PG37	308	332	Classic Zinc Finger
Q6PG37	361	398	Classic Zinc Finger
Q6PG37	529	582	Classic Zinc Finger
Q6PG37	421	443	Classic Zinc Finger
Q6PG37	249	278	Classic Zinc Finger
Q6PG37	333	360	Classic Zinc Finger
Q6PG37	444	470	Classic Zinc Finger
Q6PG37	471	498	Classic Zinc Finger
Q6PG37	131	221	Classic Zinc Finger
Q6PG37	499	528	Classic Zinc Finger
Q6PG37	224	248	Classic Zinc Finger
Q6PG37	399	420	Classic Zinc Finger
Q6PG37	2	54	-
O95057	1	176	P-loop containing nucleotide triphosphate hydrolases
Q53GS9	194	556	Cysteine proteinases
Q53GS9	105	193	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8N109	28	118	Immunoglobulins
Q8N109	121	220	Immunoglobulins
Q96MG7	78	161	MAGE homology domain, winged helix WH1 motif
Q96MG7	162	294	MAGE homology domain, winged helix WH2 motif
A0A584	13	115	Immunoglobulins
Q9UN74	350	453	Cadherins
Q9UN74	454	562	Cadherins
Q9UN74	19	126	Cadherins
Q9UN74	236	349	Cadherins
Q9UN74	563	670	Cadherins
Q9UN74	127	235	Cadherins
Q53FZ2	479	584	-
Q53FZ2	50	478	N-terminal domain of ligase-like
O95922	156	369	ATP-grasp fold, B domain
O14908	126	219	-
Q9NZL4	84	359	Leucine-rich Repeat Variant
Q9Y5N1	25	436	Rhodopsin 7-helix transmembrane proteins
Q9HBL8	154	290	UDP-galactose 4-epimerase, domain 1
Q9HBL8	6	282	NAD(P)-binding Rossmann-like Domain
P49792	1155	1321	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
P49792	1997	2148	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
P49792	2293	2452	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
P49792	2895	3053	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
P49792	1781	1814	Zinc finger, RanBP2-type
P49792	3054	3224	Cyclophilin-like
P49792	1347	1386	Zinc finger, RanBP2-type
P49792	1412	1450	Zinc finger, RanBP2-type
P49792	1474	1512	Zinc finger, RanBP2-type
P49792	1539	1578	Zinc finger, RanBP2-type
P49792	1601	1642	Zinc finger, RanBP2-type
P49792	1660	1701	Zinc finger, RanBP2-type
P49792	1719	1759	Zinc finger, RanBP2-type
P49792	1	145	Tetratricopeptide repeat domain
Q6UY11	29	91	Laminin
Q6UY11	212	251	Laminin
Q6UY11	134	176	Laminin
Q6UY11	92	133	Laminin
Q6UY11	177	211	Laminin
P08151	267	296	Classic Zinc Finger
P08151	361	388	Classic Zinc Finger
P08151	297	327	Classic Zinc Finger
P08151	328	360	Classic Zinc Finger
P08151	234	266	Classic Zinc Finger
Q9Y575	4	143	Ankyrin repeat-containing domain
Q9Y575	144	397	Ankyrin repeat-containing domain
Q9Y575	460	500	SOCS box
O95251	327	388	N-acetyl transferase-like
O95251	391	607	-
O95251	511	595	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
O95251	184	215	-
Q9UBK2	621	744	-
Q9H0Z9	25	117	-
Q8TCE9	1	138	-
Q304Z4	45	203	ENV polyprotein, receptor-binding domain
Q304Z4	467	564	-
Q6ZSI9	553	719	EF-hand
Q6ZSI9	353	531	-
Q6ZSI9	210	345	Cysteine proteinases
P20674	42	150	Cytochrome c oxidase, subunit Va/VI
A0A0C4DH27	17	118	Immunoglobulins
P59541	2	305	Rhodopsin 7-helix transmembrane proteins
Q3SY69	23	227	Formyl transferase, N-terminal domain
Q3SY69	339	419	ACP-like
Q3SY69	228	328	Formyl transferase, C-terminal domain
Q3SY69	697	888	Aldehyde Dehydrogenase; Chain A, domain 2
Q3SY69	446	918	Aldehyde Dehydrogenase; Chain A, domain 1
O75356	49	417	-
O75356	168	406	Exopolyphosphatase. Domain 2
Q8NGN6	24	306	Rhodopsin 7-helix transmembrane proteins
Q8NH56	29	321	Rhodopsin 7-helix transmembrane proteins
P52954	117	184	Homeodomain-like
Q8IYS1	41	399	Zn peptidases
Q8IYS1	202	319	-
Q8NBP5	39	461	MFS general substrate transporter like domains
Q6ZP82	36	129	-
Q6ZP82	130	405	-
Q6ZP82	926	1168	-
Q6ZP82	1403	1506	Immunoglobulins
Q86UV5	81	421	Cysteine proteinases
Q86UV5	940	1002	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
O75311	34	250	Neurotransmitter-gated ion-channel ligand-binding domain
O75311	251	464	Neurotransmitter-gated ion-channel transmembrane domain
Q13133	91	192	Erythroid Transcription Factor GATA-1, subunit A
Q13133	205	447	Retinoid X Receptor
O95980	755	787	-
O95980	631	678	-
Q99819	45	225	Coagulation Factor XIII, subunit A, domain 1
P54098	868	893	-
P54098	134	340	-
P54098	341	437	-
P54098	894	994	5' to 3' exonuclease, C-terminal subdomain
P54098	538	561	-
O00110	119	190	Classic Zinc Finger
O00110	69	118	Classic Zinc Finger
P17535	265	332	-
O75071	433	494	EF-hand
O75071	95	240	-
Q9NZV6	9	112	Peptide methionine sulfoxide reductase.
Q8N9V2	279	468	-
Q8N9V2	1	97	Zinc/RING finger domain, C3HC4 (zinc finger)
A6NJZ7	834	897	SH3 Domains
A6NJZ7	1089	1187	Immunoglobulins
A6NJZ7	994	1081	Immunoglobulins
A6NJZ7	1569	1639	SH3 Domains
A6NJZ7	1454	1518	SH3 Domains
Q8N9N5	232	327	BEN domain
Q8N6G5	263	537	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
Q14549	246	320	Homeodomain-like
Q9BSK1	211	236	Classic Zinc Finger
Q9BSK1	295	322	Classic Zinc Finger
Q9BSK1	323	349	Classic Zinc Finger
Q9BSK1	150	183	Classic Zinc Finger
Q9BSK1	266	294	Classic Zinc Finger
Q9BSK1	16	72	-
Q9BSK1	350	377	Classic Zinc Finger
Q9BSK1	237	265	Classic Zinc Finger
Q9BSK1	184	210	Classic Zinc Finger
O75064	393	582	-
O75064	764	862	Tetratricopeptide repeat domain
O75064	44	207	-
P11464	337	415	Immunoglobulins
P11464	33	140	Immunoglobulins
P11464	145	239	Immunoglobulins
P11464	240	336	Immunoglobulins
Q6PJQ5	179	287	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
P61081	24	183	Ubiquitin Conjugating Enzyme
Q9BYX2	642	747	putative rabgap domain of human tbc1 domain family member 14 like domains
Q9BYX2	48	147	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q9BYX2	748	895	Ypt/Rab-GAP domain of gyp1p, domain 3
Q9H2K0	158	242	Translation initiation factor 3 (IF-3), C-terminal domain
Q9H2K0	76	148	Translation initiation factor 3 (IF-3), N-terminal domain
Q9HBA0	148	452	Ankyrin repeat-containing domain
Q9HBA0	609	743	-
Q674X7	602	693	Transcription Factor, Ets-1
Q674X7	415	513	Transcription Factor, Ets-1
Q674X7	522	601	Transcription Factor, Ets-1
Q96JQ0	996	1100	Cadherins
Q96JQ0	2375	2480	Cadherins
Q96JQ0	680	783	Cadherins
Q96JQ0	1101	1209	Cadherins
Q96JQ0	2062	2166	Cadherins
Q96JQ0	142	252	Cadherins
Q96JQ0	1542	1645	Cadherins
Q96JQ0	1747	1852	Cadherins
Q96JQ0	2275	2374	Cadherins
Q96JQ0	2481	2599	Cadherins
Q96JQ0	364	471	Cadherins
Q96JQ0	2810	2926	Cadherins
Q96JQ0	253	363	Cadherins
Q96JQ0	574	679	Cadherins
Q96JQ0	890	994	Cadherins
Q96JQ0	1210	1314	Cadherins
Q96JQ0	1646	1746	Cadherins
Q96JQ0	1853	1953	Cadherins
Q96JQ0	2600	2701	Cadherins
Q96JQ0	787	889	Cadherins
Q96JQ0	2702	2809	Cadherins
Q96JQ0	1435	1541	Cadherins
Q96JQ0	2167	2274	Cadherins
Q96JQ0	41	141	Cadherins
Q96JQ0	1333	1434	Cadherins
Q96JQ0	472	573	Cadherins
Q96JQ0	1954	2059	Cadherins
Q8NFY9	149	267	-
Q8NFY9	274	599	Kelch-type beta propeller
Q8NFY9	23	148	Potassium Channel Kv1.1; Chain A
